,Author,Title paper,Journal,Year,Keywords,Co-authors,labels
1513,AU=USTA AYHAN,"[Effects of land-use regime on soil erodibility indices and soil properties in Unye, Turkey]",[FRESENIUS ENVIRONMENTAL BULLETIN],[2007],"[land use, soil erosion, soil properties, Turkey]","['Yilmaz Murat', 'Usta Ayhan', 'Altun Lokinan', 'Tilki Fahrettin']",1.0
1514,AU=USTA AYHAN,[X-band EPR study on benzo[c]cinnoline single crystals],[RADIATION EFFECTS AND DEFECTS IN SOLIDS],[2007],"[EPR, benzo[c]cinnoline, EPR parameters, free radical]","['Usta Ayhan', 'Zengin Mehmet', 'Olmez Oznur', 'Birey Mehmet']",1.0
1515,AU=USTA AYHAN,"[Identification of radical structures on 1-pentamethylbenzyl-3-ethylimidazoliumsilver(I)bromide and 1,3-bis(pentamethylbenzyl)-4,5-dimethylbenzimidazoliumsilver(I)bromide exposed to gamma rays: an EPR study]",[MAGNETIC RESONANCE IN CHEMISTRY],[2016],"[EPR, irradiation effect, chemical synthesis, NHC complexes]","['Ceylan Yusuf', 'Usta Keziban', 'Kunduracioglu Ahmet', 'Usta Ayhan', 'Cetinkaya Bekir']",1.0
1516,AU=YILDIRIM AYHAN,[Synthesis of corrosion preventive long-chain N-alkyl-2-(phenylthio)-acetohydrazides and 2-oxo-2-phenylethyl-2-alkanoylhydrazinecarbodithioates],[MONATSHEFTE FUR CHEMIE],[2008],"[Fatty acids, Surface, Corrosion inhibitors, Acidic, Mineral oil media]","['Yildirim Ayhan', 'Cetin Mehmet']",1.0
1517,AU=YILDIRIM AYHAN,[Synthesis of undecanoic acid phenylamides as corrosion inhibitors],[EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY],[2008],"[acidic medium, corrosion inhibitors, fatty acid derivatives, steel]","['Yildirim Ayhan', 'Cetin Mehmet']",1.0
1518,AU=YILDIRIM AYHAN,"[Age and growth properties of brown trout (Salmo trutta L.) living in Kan Stream, upper Coruh River, Turkey]",[ANIMAL BIOLOGY],[2007],"[age and length distribution, Coruh River, growth, Salmo trutta, von Bertalanffy]","['Yildirim Ayhan', 'Arslan Murat']",1.0
1519,AU=YILDIRIM AYHAN,[Seasonal changes in condition and gonadal maturation of brown trout (Salmo trutta) in a Turkish stream],[JOURNAL OF FRESHWATER ECOLOGY],[2007],,"['Arslan Murat', 'Yildirim Ayhan']",1.0
1520,AU=YILDIRIM AYHAN,"[Spatial and seasonal variations in condition of Barbus plebefus escherichi in the upper Coruh River, Turkey]",[JOURNAL OF FRESHWATER ECOLOGY],[2006],,"['Yildirim Ayhan', 'Arslan Murat', 'Bektas Serdar', 'Pegg Mark']",1.0
1521,AU=ÇELİK AYHAN,[Probing the substrate specificity of the catalytically self-sufficient cytochrome P450RhF from a Rhodococcus sp.],[CHEMICAL COMMUNICATIONS],[2006],,"['Celik Ayhan', 'Roberts Gareth A.', 'White John H.', 'Chapman Stephen K.', 'Turner Nicholas J.', 'Flitsch Sabine L.']",1.0
1522,AU=ÇELİK AYHAN,[Topic modelling-based decision framework for analysing digital voice of the customer],[TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE],[2018],"[online reviews, voice of the customer, Quality Function Deployment, topic modelling, latent Dirichletallocation, decision framework, Italian restaurants]","['Ozdagoglu Guzin', 'Kapucugil-Ikiz Aysun', 'Celik Ayhan Fuat']",1.0
1523,AU=ÇELİK AYHAN,"[Prodrugs for Nitroreductase Based Cancer Therapy-1: Metabolite Profile, Cell Cytotoxicity and Molecular Modeling Interactions of Nitro Benzamides with Ssap-NtrB]",[MEDICINAL CHEMISTRY],[2018],"[Ssap-NtrB, cancer therapy, cell cytotoxicity, prodrugs, quantum chemical parameter, molecular docking]","['Gungor Tugba', 'Yetis Gulden', 'Onder Ferah C.', 'Tokay Esra', 'Tok Tugba T.', 'Celik Ayhan', 'Ay Mehmet', 'Kockar Feray']",1.0
1524,AU=ÇELİK AYHAN,[Investigation of the usage possibility of CuO and CuS thin films produced by successive ionic layer adsorption and reaction (SILAR) as solid lubricant],[SURFACE & COATINGS TECHNOLOGY],[2018],"[CuO, CuS, Solid lubricant, SILAR, Wear]","['Kovaci Halim', 'Akaltun Yunus', 'Yetim Ali Fatih', 'Uzun Yakup', 'Celik Ayhan']",1.0
1525,AU=ÇELİK AYHAN,[Tribological behavior of DLC films and duplex ceramic coatings under different sliding conditions],[CERAMICS INTERNATIONAL],[2018],"[DLC, Plasma nitriding, Wear, Friction, Duplex treatment, Lubricant]","['Kovaci Halim', 'Yetim Ali Fatih', 'Baran Ozlem', 'Celik Ayhan']",1.0
1526,AU=ÇİNİCİ AYHAN,[Pre-service Teachers' Science Teaching Self-efficacy Beliefs: The Influence of a Collaborative Peer Microteaching Program],[MENTORING & TUTORING],[2016],"[microteaching, science teacher education, self-efficacy beliefs, peer mentoring]",['Cinici Ayhan'],1.0
1527,AU=ÇİNİCİ AYHAN,[Balancing the pros and cons of GMOs: socio-scientific argumentation in pre-service teacher education],[INTERNATIONAL JOURNAL OF SCIENCE EDUCATION],[2016],"[Argumentation, GMOs, pre-service teacher training, risk perception]",['Cinici Ayhan'],1.0
1528,AU=ÇİNİCİ AYHAN,[From caterpillar to butterfly: a window for looking into students' ideas about life cycle and life forms of insects],[JOURNAL OF BIOLOGICAL EDUCATION],[2013],"[biology education, caterpillar and butterfly, drawing method, metamorphosis, misconceptions]",['Cinici Ayhan'],1.0
1529,AU=ÇİNİCİ AYHAN,[Effect of Cooperative and Individual Learning Activities on Students' Understanding of Diffusion and Osmosis],[EGITIM ARASTIRMALARI-EURASIAN JOURNAL OF EDUCATIONAL RESEARCH],[2011],"[Biology teaching, osmosis and diffusion, cooperative learning, POE tasks, misconceptions]","['Cinici Ayhan', 'Sozbilir Mustafa', 'Demir Yavuz']",1.0
1530,AU=OKUR AYLİN,[The effect of concurrent chemotherapy (CT) and low molecular weight heparin (dalteparin) on tumor angiogenesis in patients with small cell lung cancer (SCLC): Radiologic evaluation-preliminary results],[ANNALS OF ONCOLOGY],[2006],,"['Ozkan Metin', 'Okur Aylin', 'Dikilitas Mustafa', 'Mavili Ertugrul', 'Er Ozlem', 'Dogu Gamze Gokoz', 'Altinbas Mustafa', 'Gulec Mustafa']",1.0
1531,AU=OKUR AYLİN,[The Role of Ultrasonography for Differentiating and Management of Malignant Cervical Lymph Nodes],[EUROPEAN JOURNAL OF GENERAL MEDICINE],[2016],"[Lymphoma, lymph node, metastasis, ultrasound]","['Dogan Serap', 'Yildirim Afra', 'Erbakirci Refika', 'Okur Aylin', 'Cagli Sedat', 'Mavili Ertugrul', 'Yuce Imdat', 'Guney Ercihan', 'Ozturk Mustafa']",1.0
1532,AU=OKUR AYLİN,[The Role of Ultrasonography for Differentiating and Management of Malignant Cervical Lymph Nodes],[ELECTRONIC JOURNAL OF GENERAL MEDICINE],[2016],"[Lymphoma, lymph node, metastasis, ultrasound]","['Dogan Serap', 'Yildirim Afra', 'Erbakirci Refika', 'Okur Aylin', 'Cagli Sedat', 'Mavili Ertugrul', 'Yuce Imdat', 'Guney Ercihan', 'Ozturk Mustafa']",1.0
1533,AU=OKUR AYLİN,[The Role of Dynamic Contrast Enhanced Magnetic Resonance Imaging in Differentiation of Soft Tissue Masses],[ELECTRONIC JOURNAL OF GENERAL MEDICINE],[2016],"[Soft tissue tumors, magnetic resonance imaging]","['Yildirim Afra', 'Dogan Serap', 'Okur Aylin', 'Imamoglu Hakan', 'Karabiyik Ozgur', 'Orturk Mustafa']",1.0
1534,AU=OKUR AYLİN,[The Role of Dynamic Contrast Enhanced Magnetic Resonance Imaging in Differentiation of Soft Tissue Masses],[EUROPEAN JOURNAL OF GENERAL MEDICINE],[2016],"[Soft tissue tumors, magnetic resonance imaging]","['Yildirim Afra', 'Dogan Serap', 'Okur Aylin', 'Imamoglu Hakan', 'Karabiyik Ozgur', 'Ozturk Mustafa']",1.0
1535,AU=KIRBAŞ AYNUR,[Investigation of surfactant protein-D and interleukin-6 levels in patients with blunt chest trauma with multiple rib fractures and pulmonary contusions: a cross-sectional study in Black Sea Region of Turkey],[BMJ OPEN],[2016],,"['Kurt Aysel', 'Turut Hasan', 'Acipayam Ahmet', 'Kirbas Aynur', 'Yuce Suleyman', 'Cure Medine Cumhur', 'Cure Erkan']",1.0
1536,AU=KIRBAŞ AYNUR,[Infliximab Modulates Cisplatin-Induced Hepatotoxicity in Rats],[BALKAN MEDICAL JOURNAL],[2016],"[Carbamoyl-phosphate synthetase 1, carbonic anhydrase, cisplatin, hepatotoxicity, infliximab, tumor necrosis factor alpha]","['Cure Medine Cumhur', 'Cure Erkan', 'Kalkan Yildiray', 'Kirbas Aynur', 'Tumkaya Levent', 'Yilmaz Arif', 'Turkyilmaz Aysegul Kucukali', 'Sehitoglu Ibrahim', 'Yuce Suleyman']",1.0
1537,AU=KIRBAŞ AYNUR,"[Serum levels of homocysteine, asymmetric dimethylarginine and nitric oxide in patients with Parkinson's disease]",[ACTA CLINICA BELGICA],[2016],"[Asymmetric dimethylarginine, Nitric oxide, Homocysteine, Parkinson's disease]","['Kirbas Serkan', 'Kirbas Aynur', 'Tufekci Ahmet', 'Cure Medine Cumhur', 'Cakmak Sevim', 'Yazici Tarkan', 'Cure Erkan']",1.0
1538,AU=KIRBAŞ AYNUR,[The Protective Effect of Adalimumab on Renal Injury in a Model of Abdominal Aorta Cross-Clamping],[ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE],[2016],"[ischemia, reperfusion injury, adalimumab, carbonic anhydrases, tumor necrosis factor alpha]","['Cure Medine C.', 'Cure Erkan', 'Kalkan Yildiray', 'Tumkaya Levent', 'Aydin Ibrahim', 'Kirbas Aynur', 'Efe Hasan', 'Kurt Aysel', 'Yuce Suleyman']",1.0
1539,AU=KIRBAŞ AYNUR,[Comparison of hematologic variables and NGAL levels of premenopausal overweight women with and without PCOS],[GYNECOLOGICAL ENDOCRINOLOGY],[2016],,"['Tekin Yesim Bayoglu', 'Ural Ulku Mete', 'Kirbas Aynur', 'Sahin Figen Kir']",1.0
1540,AU=KADERLİ AYSEL,[The relationship between cardiac autonomic neuropathy and Tei index in patients with type II diabetes mellitus],[ACTA CARDIOLOGICA],[2008],"[cardiac autonomic neuropathy, Tei index, Ewing score]","['Kaderli Aysel Aydin', 'Guelluelue Suemeyye', 'Oezdemir Buelent', 'Sentuerk Tunay', 'Aydinlar Ali']",1.0
1541,AU=KADERLİ AYSEL,[Resolution of a giant atrial thrombus following anticoagulation therapy],[CARDIOVASCULAR JOURNAL OF AFRICA],[2008],,"['Sentuerk Tunay', 'Kaderli Aysel Aydin', 'Yesilbursa Dilek']",1.0
1542,AU=KADERLİ AYSEL,[Association of microalbuminuria and fasting insulin levels with presence and severity of coronary artery disease in non-diabetic cases],[ANADOLU KARDIYOLOJI DERGISI-THE ANATOLIAN JOURNAL OF CARDIOLOGY],[2008],"[coronary artery disease, microalbuminuria, insulin resistance, predictive value of tests, ROC analysis]","['Ekicibasi Erkan', 'Kaderli Aysel Aydin', 'Kazazoglu Ali Riza', 'Ozdemir Buelent']",1.0
1543,AU=KADERLİ AYSEL,[Effects of carvedilol on left ventricular functions and 24-hour blood pressure profile of dipper and non-dipper hypertensive patients],[CARDIOVASCULAR DRUGS AND THERAPY],[2007],,"['Senturk Tunay', 'Kaderli Aysel Aydin', 'Ozdabakoglu Osman', 'Ozdemir Bulent', 'Baran Ibrahim', 'Gullulu Sumeyye', 'Yesilbursa Difek', 'Aydinlar Ali']",1.0
1544,AU=KADERLİ AYSEL,[Relationship between the arterial calcification detected in mammography and coronary artery disease],[EUROPEAN JOURNAL OF RADIOLOGY],[2007],"[arterial calcification, breast, mammography, coronary artery disease]","['Topal Ugur', 'Kaderli Aysel', 'Topal Naile Bolca', 'Oezdemir Buelent', 'Yesilbursa Dilek', 'Cordan Jale', 'Ediz Buelent', 'Aydinlar Ali']",1.0
1545,AU=KOCAEREN AYSEL,"[A new polymer for OLEDs based on carbazole: white, turquoise blue and light orange colors]",[INTERNATIONAL JOURNAL OF PLASTICS TECHNOLOGY],[2016],"[Oxidative polymerization, Carbazole, Fluorescence, OLEDs]",['Kocaeren Aysel Aydin'],1.0
1546,AU=KOCAEREN AYSEL,"[Analysis of Science Teacher Candidates' Environmental Knowledge, Environmental Behaviorand Self-Efficacythrough a Project called ""Environment and Energy with Professional Science Education""]","[PROCEEDINGS OF 5TH WORLD CONFERENCE ON LEARNING, TEACHING AND EDUCATIONAL LEADERSHIP]",[2015],"[Pro-Fe(Science)ssional Education, Environmental Education, Environmental Behavior and Self-Efficacy]","['Onder Rasim', 'Kocaeren Aysel Aydin']",1.0
1547,AU=KOCAEREN AYSEL,"[Investigating the Nature Project as a Permanent, Widespread and Economic Solution to Environmental Problems]",[4TH WORLD CONFERENCE ON EDUCATIONAL TECHNOLOGY RESEARCHES (WCETR-2014)],[2015],"[Environmental Education, Environmental Behavior, Renewable Energy Attitude]","['Onder Rasim', 'Kocaeren Aysel Aydin']",1.0
1548,AU=KOCAEREN AYSEL,[Synthesis and electrochromic performance of a novel polymer based on an oxidative polymer derived from carbazole and thiophene],[JOURNAL OF POLYMER RESEARCH],[2016],"[Electrochromism, Thiophene, Carbazole, Oxidative polymerization]",['Kocaeren Aysel Aydin'],1.0
1549,AU=KOCAEREN AYSEL,[Synthesis and characterization of novel polymers based on carbazole with NaOCl and FeCl3 oxidants],[IRANIAN POLYMER JOURNAL],[2016],"[Oxidative polymerization, Carbazole, Phenol, SEM-EDS, Thermal stability]",['Kocaeren Aysel Aydin'],1.0
1550,AU=KURT AYSEL,[An unusual diagnostic tool in metastatic bronchogenic carcinoma: Peripheric embolectomy],[EUROPEAN RESPIRATORY JOURNAL],[2012],"[Embolism, Lung cancer / Oncology, Thoracic oncology]","['Cinarka Halit', 'Gumus Aziz', 'Turut Hasan', 'Kurt Aysel', 'Ilhan Gokhan', 'Yavuz Asiye', 'Bedir Recep', 'Sahin Unal']",1.0
1551,AU=KURT AYSEL,"[An extraordinary triplet and a single surgery: Lung cancer, retained bronchial foreign body and actinomycosis]",[EUROPEAN RESPIRATORY JOURNAL],[2012],"[Lung cancer / Oncology, Neoplastic diseases, Surgery]","['Turut Hasan', 'Cinarka Halit', 'Kurt Aysel', 'Gumus Aziz', 'Gucer Hasan']",1.0
1552,AU=KURT AYSEL,[Investigation of surfactant protein-D and interleukin-6 levels in patients with blunt chest trauma with multiple rib fractures and pulmonary contusions: a cross-sectional study in Black Sea Region of Turkey],[BMJ OPEN],[2016],,"['Kurt Aysel', 'Turut Hasan', 'Acipayam Ahmet', 'Kirbas Aynur', 'Yuce Suleyman', 'Cure Medine Cumhur', 'Cure Erkan']",1.0
1553,AU=KURT AYSEL,[The protective effect of infliximab against carbon tetrachloride-induced acute lung injury],[IRANIAN JOURNAL OF BASIC MEDICAL SCIENCES],[2016],"[Carbon tetrachloride, Infliximab, Nitric oxide, Pulmonary toxicity, Oxidative stress]","['Kurt Aysel', 'Tumkaya Levent', 'Yuce Suleyman', 'Turut Hasan', 'Cure Medine Cumhur', 'Sehitoglu Ibrahim', 'Kalkan Yildiray', 'Pusuroglu Gokhan', 'Cure Erkan']",1.0
1554,AU=KURT AYSEL,[The Protective Effect of Adalimumab on Renal Injury in a Model of Abdominal Aorta Cross-Clamping],[ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE],[2016],"[ischemia, reperfusion injury, adalimumab, carbonic anhydrases, tumor necrosis factor alpha]","['Cure Medine C.', 'Cure Erkan', 'Kalkan Yildiray', 'Tumkaya Levent', 'Aydin Ibrahim', 'Kirbas Aynur', 'Efe Hasan', 'Kurt Aysel', 'Yuce Suleyman']",1.0
1555,AU=TUNCA AYSEL,[SIMULTANEOUS DETERMINATION OF GUAIFENESIN AND EPHEDRINE HCl BINARY MIXTURE IN SYRUP DOSAGE FORMS AND HUMAN PLASMA BY USING RP-HPLC-DAD],[JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES],[2014],"[binary mixtures, ephedrine HCl, Guaifenesin (Glyceryl Guaiacolate), human plasma samples, RP-HPLC method, syrup dosage forms]","['Imamoglu Esin', 'Tunca Aysel Kucuk']",1.0
1556,AU=KARABULUT AYSUN,[Oral L-arginine protects against cyclosporine-induced hepatotoxicity in rats],[EXPERIMENTAL AND TOXICOLOGIC PATHOLOGY],[2008],"[CyA, nitric oxide, L-arg, L-NAME, hepatotoxicity]","['Kurus Meltem', 'Esrefoglu Mukaddes', 'Karabulut Aysun Bay', 'Sogutlu Gokhan', 'Kaya Mine', 'Otlu Ali']",1.0
1557,AU=KARABULUT AYSUN,[Glutathione and malondialdehyde levels in patients with hydatid cyst],[SAUDI MEDICAL JOURNAL],[2008],,"['Atambay Metin', 'Karaman Ulku', 'Kiran Tugba P.', 'Colak Cemil', 'Karabulut Aysun B.', 'Celik Tuncay', 'Daldal Nilgun']",1.0
1558,AU=KARABULUT AYSUN,[Activity of adenosine deaminase in mothers who have conceived a fetus with central nervous system malformations],[JOURNAL OF PERINATAL MEDICINE],[2007],"[adenosine deaminase, CNS malformations]","['Engin-Uestuen Yaprak', 'Uestuen Yusuf', 'Sezgin Buelent', 'Karabulut Aysun Bay', 'Kiran Tuba Railka', 'Kafkasli Asa']",1.0
1559,AU=KARABULUT AYSUN,[Serum amyloid a levels are increased in pre-eclampsia],[GYNECOLOGIC AND OBSTETRIC INVESTIGATION],[2007],"[pre-eclampsia, serum amyloid A, inflammation]","['Engin-Uestuen Yaprak', 'Uestuen Yusuf', 'Karabulut Aysun Bay', 'Oezkaplan Esra', 'Meydanli M. Mutlu', 'Kafkasli Ayse']",1.0
1560,AU=KARABULUT AYSUN,[Do sodium channel blockers have neuroprotective effect after onset of ischemic insult?],[NEUROLOGICAL RESEARCH],[2007],"[ischemia, cerebral edema, lipid peroxidation, mexiletine, riluzole, phenytoin]","['Ates Ozkan', 'Cayli Suleyman R.', 'Gurses Iclal', 'Karabulut Aysun Bay', 'Yucel Neslihan', 'Kocak Ayhan', 'Cakir Celal Ozbek', 'Yologlu Saim']",1.0
1561,AU=TOKER AYSUN,[Cyanocobalamin May be Beneficial in the Treatment of Recurrent Aphthous Ulcers Even When Vitamin B12 Levels Are Normal],[AMERICAN JOURNAL OF THE MEDICAL SCIENCES],[2008],"[Recurrent aphthous ulcers, Cobalamin levels, Cyanocobalamin treatment]","['Gulcan Erim', 'Toker Serdar', 'Hatipoglu Hasan', 'Gulcan Aynur', 'Toker Aysun']",1.0
1562,AU=TOKER AYSUN,"[Evaluation of risk factors and seroprevalence of hepatitis B and C in diabetic patients in Kutahya, Turkey]",[JOURNAL OF INVESTIGATIVE MEDICINE],[2008],"[diabetes mellitus, hepatitis C prevalence, hepatitis B prevalence, risk factors]","['Gulcan Aynur', 'Gulcan Erim', 'Toker Aysun', 'Bulut Ismet', 'Akcan Yusuf']",1.0
1563,AU=TOKER AYSUN,[Not a tumour of bone: Just osteopoikilosis],[CANCER TREATMENT REVIEWS],[2008],,"['Toker Serdar', 'Toker Aysun', 'Gulcan Erim']",1.0
1564,AU=TOKER AYSUN,[Correlations of serum IL-6 levels and prolidase activity between bone turnover markers and bone mineral density in postmenopausal women with and without osteoporosis],[TURKISH JOURNAL OF MEDICAL SCIENCES],[2007],"[bone turnover, IL-6, IL-2, prolidase activity, postmenopausal osteoporosis]","['Toker Aysun', 'Aksoy Huelya', 'Boerekci Buenyamin', 'Ozkan Asuman']",1.0
1565,AU=TOKER AYSUN,[Nebivolol may be beneficial via nitric oxide on osteoporosis treatment],[BONE],[2008],,"['Toker Serdar', 'Toker Aysun', 'Gulcan Erim', 'Gulcan Aynur']",1.0
1566,AU=ALÇELİK AYTEKİN,[Aplastic crisis due to Parvovirus B19 in an adult hereditary spherocytosis patient: Case report],[TURKIYE KLINIKLERI TIP BILIMLERI DERGISI],[2008],"[spherocytosis, hereditary, parvovirus B19, human, anemia, aplastic]","['Guengoer Adem', 'Bilir Cemil', 'Oender Elif', 'Korkmaz Ugur', 'Alcelik Aytekin', 'Cinemre Hakan']",1.0
1567,AU=ALÇELİK AYTEKİN,[Portal vein hemodynamics in patients with non-alcoholic fatty liver disease],[TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE],[2008],"[Doppler sonography, nonalcoholic fatty liver, portal vein pulsatility, hepatosteatosis, liver]","['Erdogmus Besir', 'Tamer Ali', 'Buyukkaya Ramazan', 'Yazici Burhan', 'Buyukkaya Ayla', 'Korkut Esin', 'Alcelik Aytekin', 'Korkmaz Ugur']",1.0
1568,AU=ALÇELİK AYTEKİN,[Safety of amlodipine use in patients with acute intermittent porphyria],[BRITISH JOURNAL OF CLINICAL PHARMACOLOGY],[2007],,"['Cinemre Hakan', 'Korkmaz Ugur', 'Alcelik Aytekin', 'Onder Elif', 'Gungor Adem']",1.0
1569,AU=ALÇELİK AYTEKİN,[Pregnancy-associated plasma protein A in dialysis patients],[CLINICAL CHEMISTRY AND LABORATORY MEDICINE],[2007],"[hemodialysis, insulin-like growth factor, insulin-like growth factor-binding protein, osteodystrophy, pregnancy-associated plasma protein A, renal insufficiency]","['Coskun Abdurrahman', 'Bicik Zerrin', 'Duran Sadik', 'Alcelik Aytekin', 'Soypacaci Zeki', 'Yavuz Ozlem', 'Oksuz Sukru']",1.0
1570,AU=ALÇELİK AYTEKİN,[The relationship between the peritoneal permeability and serum cholesterol levels],[NEPHROLOGY DIALYSIS TRANSPLANTATION],[2006],,"['Kulah Eyup', 'Bahcebasi Zerrin Bicik', 'Karadayi Hulya Ergin', 'Acikgoz Serefden', 'Can Murat', 'Alcelik Aytekin', 'Sert Mehmet']",1.0
1571,AU=DEMİRCİOĞLU AYTEKİN,[A Comparison of the Views of Ibn Khaldun and Montesquieu in Terms of the Effect of Climatic Conditions on Human Life],[ANTHROPOLOGIST],[2014],"[Natural Conditions, Temperature Climatic Zone, The Spirit of the Laws, Hot and Cold Weather]",['Demircioglu Aytekin'],1.0
1572,AU=DEMİRCİOĞLU AYTEKİN,[The Effects of Shortage and Abundance on Human Being in Ibn Khaldun Idealism],[STUDIES ON ETHNO-MEDICINE],[2014],"[Nutrition, Morality, Health, Islam, Muqaddimah, Climate, Food]",['Demircioglu Aytekin'],1.0
1573,AU=ERYILMAZ AYTEKİN,[Spectral analysis of dissipative fractional Sturm-Liouville operators],[GEORGIAN MATHEMATICAL JOURNAL],[2017],"[Dissipative fractional Sturm-Liouville operator, dilation, completeness of the system of eigenvectors and associated vectors, scattering matrix, functional model, characteristic function]","['Eryilmaz Aytekin', 'Tuna Huseyin']",1.0
1574,AU=ERYILMAZ AYTEKİN,[DISSIPATIVE STURM-LIOUVILLE OPERATORS WITH A SPECTRAL PARAMETER IN THE BOUNDARY CONDITION ON BOUNDED TIME SCALES],[ELECTRONIC JOURNAL OF DIFFERENTIAL EQUATIONS],[2017],"[Time scale, Delta-differentiable, dilation, dissipative operator, system of eigenvectors, scattering matrix, functional model, characteristic function]","['Allahverdiev Bilender P.', 'Eryilmaz Aytekin', 'Tuna Huseyin']",1.0
1575,AU=ERYILMAZ AYTEKİN,[LIVSIC'S THEOREM FOR q-STURM-LIOUVILLE OPERATORS],[STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA],[2016],"[Dissipative q-Sturm-Liouville operator, completeness of the system of eigenvectors and associated vectors, Livsic's theorem]","['Tuna Huseyin', 'Eryilmaz Aytekin']",1.0
1576,AU=ERYILMAZ AYTEKİN,[A uniformly valid approximation algorithm for nonlinear ordinary singular perturbation problems with boundary layer solutions],[SPRINGERPLUS],[2016],"[Uniformly valid approximation, Asymptotic expansion, Boundary layer, Singular perturbation, Successive Complementary Expansion Method]","['Cengizci Suleyman', 'Atay Mehmet Tarik', 'Eryilmaz Aytekin']",1.0
