,Author,Title paper,Journal,Year,Keywords
6298,AU=Portakal Ziyafer Gizem,[Normal and anomalous heating rate effects on thermoluminescence of Ce-doped ZnB2O4],[APPLIED RADIATION AND ISOTOPES],[2017],"[Thermoluminescence, Heating rate, Ce-3 (+) doped ZnB2O4, VHR method]"
6299,AU=Cetinkaya Ozlem,[Evaluation of Relationship between Obsessive-compulsive Disorder and Dissociative Experiences],[CLINICAL PSYCHOPHARMACOLOGY AND NEUROSCIENCE],[2018],"[Obsessive-compulsive disorder, Dissociation, Trauma]"
6300,AU=Cetinkaya Ozlem,[Clinical Charactheristics of Late Onset Mania],[JOURNAL OF MOOD DISORDERS],[2015],"[late-onset, early-onset, mania, elderly, bipolar disorder]"
6301,AU=Cetinkaya Ozlem,[Nocturnal Panic attack: Is it an Another Sub type?],[INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY],[2016],
6302,AU=Cetinkaya Ozlem,"[Comparison of Propofol, Etomidate, and Thiopental in Anesthesia for Electroconvulsive Therapy A Randomized, Double-blind Clinical Trial]",[JOURNAL OF ECT],[2015],"[electroconvulsive therapy, general anesthesia, seizure variables, recovery, adverse effect, clinical efficacy]"
6303,AU=Cetinkaya Ozlem,[The sociodemographic and clinical characteristics of the psychiatric emergency patients with 60 years or older],[ANADOLU PSIKIYATRI DERGISI-ANATOLIAN JOURNAL OF PSYCHIATRY],[2012],"[Psychiatry, emergency service, elderly]"
6304,AU=Birdane Yavuz Osman,"[Occurrence of aflatoxin M-1 in yogurt samples from Afyonkarahisar, Turkey]",[BULLETIN OF THE VETERINARY INSTITUTE IN PULAWY],[2006],"[yogurt, aflatoxin M-1, Turkey]"
6305,AU=Birdane Yavuz Osman,[Beneficial effect of N-acetylcysteine against organophosphate toxicity in mice],[BIOLOGICAL & PHARMACEUTICAL BULLETIN],[2007],"[N-acetylcysteine, fenthion, mice, oxidative stress, survival rate]"
6306,AU=Birdane Yavuz Osman,[Beneficial effects of Foeniculum vulgare on ethanol-induced acute gastric mucosal injury in rats],[WORLD JOURNAL OF GASTROENTEROLOGY],[2007],"[Foeniculum vulgare, ethanol, rat, ulcer, antioxidant]"
6307,AU=Birdane Yavuz Osman,[Effects of supplementation of inorganic sulfur on some biochemical parameters in Angora goat's diet containing high nitrate levels],[TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES],[2014],"[Angora goat, live weight, methemoglobin, nitrate, sulfur, vitamin A, beta-carotene]"
6308,AU=Birdane Yavuz Osman,[The Roles of Melatonin and Vitamin E Plus Selenium in Prevention of Oxidative Stress Induced by Naloxone-Precipitated Withdrawal in Heroin-Addicted Rats],[BIOLOGICAL TRACE ELEMENT RESEARCH],[2011],"[Heroin, Withdrawal, Melatonin, Vitamin E, Selenium, Oxidative stress, Rat]"
6309,AU=Ogun Sinan,[CREATING RESILIENCE FOR TRANSHUMANT AND SMALL FARM SYSTEMS - TURKISH AND ROMANIAN PARADIGMS],[SCIENTIFIC PAPERS-SERIES D-ANIMAL SCIENCE],[2016],"[Transhumance Social and Ecological resilience, resource management, pastoralism]"
6310,AU=Ogun Sinan,[Dorper sheep utilizing feed resources efficiently: a Mediterranean case study],[REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE],[2016],"[feed conversion, feed expense efficiency, meat quality, productivity]"
6311,AU=Ogun Sinan,[Turkey's Animal Production Water Footprint; Heading in the Wrong Direction],"[6TH INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGIES IN AGRICULTURE, FOOD AND ENVIRONMENT (HAICTA 2013)]",[2013],"[water footprint, agriculture, animal production, water resource]"
6312,AU=Ogun Sinan,[Relationship between placental traits and birth related factors in Damascus goats],[LIVESTOCK SCIENCE],[2014],"[Placenta, Cotyledon efficiency, Placental efficiency, Litter size, Damascus goats]"
6313,AU=Ogun Sinan,[Ovulation Rate and Embryo Yield of Dorper Sheep in Non-Breeding Season under Different Superovulatory Protocols],[JOURNAL OF ANIMAL AND VETERINARY ADVANCES],[2013],"[Embryo transfer, dorper sheep, embryo recovery rate, superovulation, non-breeding season]"
6314,AU=Sariyildiz Mustafa Akif,[Evaluation of the Effectiveness of Exercises in Patients with Multiple Sclerosis],[CLINICAL AND EXPERIMENTAL RHEUMATOLOGY],[2014],"[Multiple sclerosis, exercise, quality of life, depression, anxiety]"
6315,AU=Sariyildiz Mustafa Akif,[Sockets Manufactured by CAD/CAM Method Have Positive Effects on the Quality of Life of Patients With Transtibial Amputation],[AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION],[2017],"[Transtibial Amputation, CAD, CAM Socket, Traditional Socket, Quality of Life, SF-36, TAPES]"
6316,AU=Sariyildiz Mustafa Akif,"[The effectiveness of transforaminal epidural steroid injections on radicular pain, functionality, psychological status and sleep quality in patients with lumbar disc herniation]",[JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION],[2017],"[TFESI, lumbar disc herniation, radicular pain, functionality, sleep quality, depressive symptoms]"
6317,AU=Sariyildiz Mustafa Akif,[Posterior Epidural Migration of a Sequestered Lumbar. Intervertebral Disc Fragment],[TURKISH NEUROSURGERY],[2017],"[Cauda equina syndrome, Sequestered intervertebral disc, Posterior epidural migration, Lumbar disc herniation, Spinal surgery]"
6318,AU=Sariyildiz Mustafa Akif,[Kinesio taping in patients with lateral epicondylitis],[JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION],[2016],"[Lateral epicondylitis, Kinesio taping, functional status, treatment]"
6319,AU=Guray Yesim,[Role of mean platelet volume in triagging acute coronary syndromes],[JOURNAL OF THROMBOSIS AND THROMBOLYSIS],[2008],"[mean platelet volume, acute coronary syndromes, platelets]"
6320,AU=Guray Yesim,[Residual postmyocardial infarction ventricular septal defect repair through right atrium with right thoracotomy on beating heart technique],[JOURNAL OF CARDIAC SURGERY],[2008],
6321,AU=Guray Yesim,"[Image of the month: A giant, free-floating left atrial ball thrombus]",[JOURNAL OF HEART VALVE DISEASE],[2007],
6322,AU=Guray Yesim,[Fine vs. coarse atrial fibrillation: Which one is more risky?],[CARDIOLOGY],[2007],"[atrial fibrillation, coarse atrial fibrillation, fine atrial fibrillation]"
6323,AU=Guray Yesim,[Association of lipid profile with echocardiographic Wilkins score in patients with moderate to severe mitral stenosis: Possible impact on prognosis],[INTERNATIONAL JOURNAL OF CARDIOLOGY],[2006],"[mitral stenosis, Wilkins score, cholesterol]"
6324,AU=Bagci Yavuz,[Determination of antioxidant effects of some plant species wild growing in Turkey],[INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION],[2008],"[Rosaceae, antioxidant activity]"
6325,AU=Bagci Yavuz,"[An Ethnobotanical Survey of Inner-West Anatolia, Turkey]",[HUMAN ECOLOGY],[2008],"[Ethnobotany, Afyonkarahisar, Endemic Anatolian plants, Economic plants]"
6326,AU=Bagci Yavuz,"[Silene kucukodukii sp nov (Caryophyllaceae) from south Anatolia, Turkey]",[NORDIC JOURNAL OF BOTANY],[2007],
6327,AU=Bagci Yavuz,[Determination of the mineral content of bee honeys produced in Middle Anatolia],[INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION],[2007],"[bees honey, mineral content, Turkey]"
6328,AU=Bagci Yavuz,[Determination of mineral contents of bee honeys produced in Middle Anatolia],[INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION],[2007],"[bees honey, mineral content, Turkey]"
6329,AU=Oguz Arzu,[Symmetric positive solutions for the systems of higher-order boundary value problems on time scales],[ADVANCES IN PURE AND APPLIED MATHEMATICS],[2017],"[Positive solutions, symmetric solutions, higher-order problems, time scales]"
6330,AU=Oguz Arzu,[THERE IS A RELATION BETWEEN BLOOD SUBGROUPS AND INSULIN RESISTANCE],[ACTA MEDICA MEDITERRANEA],[2017],"[insulin resistance, ABO blood subgroups, Rh system, HOMA-IR]"
6331,AU=Oguz Arzu,[Combined versus sequential antracycline and taxane adjuvant regimens in triple negative breast cancer patients.],[JOURNAL OF CLINICAL ONCOLOGY],[2016],
6332,AU=Oguz Arzu,[POSITIVE SOLUTIONS FOR A SINGULAR SEMIPOSITONE DYNAMIC SYSTEM WITH M-POINT BOUNDARY CONDITIONS ON TIME SCALES],[JOURNAL OF NONLINEAR FUNCTIONAL ANALYSIS],[2016],"[Nonlinear operator, Positive solution, Fixed point theorem, Semipositone problem, Time scale]"
6333,AU=Oguz Arzu,[Dosetaxel Induced Pericardial Effusion in Two Gastric Cancer Patients],[UHOD-ULUSLARARASI HEMATOLOJI-ONKOLOJI DERGISI],[2016],
6334,AU=Okur Mehmet Ihsan,[Do rhomboid flaps provide more elongation than Z-plasty flaps? An experimental study],[JOURNAL OF PLASTIC SURGERY AND HAND SURGERY],[2018],"[Contracture, Z-plasty flap, rhomboid flap, length of elongation]"
6335,AU=Okur Mehmet Ihsan,[A comparison of rat degloving injury models],[ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA],[2017],"[Degloving injury, Rat, Tail, Hindlimb]"
6336,AU=Okur Mehmet Ihsan,[Comparison of nasal senses following open and closed rhinoplasty],[TURKISH JOURNAL OF MEDICAL SCIENCES],[2016],"[Rhinoplasty, septorhinoplasty, nasal sense, open rhinoplasty, closed rhinoplasty]"
6337,AU=Okur Mehmet Ihsan,[Effects of Rosmarinus officinalis on the survivability of random-patterned skin flaps: An experimental study],[JOURNAL OF PLASTIC SURGERY AND HAND SURGERY],[2015],"[Tissue defect, repair, rosmarinus officinalis, flap survivability]"
6338,AU=Okur Mehmet Ihsan,[Formation of a Treatment Algorhythm for Snake Bite Envenomation in Turkey],[TURKIYE KLINIKLERI TIP BILIMLERI DERGISI],[2012],"[Snake bites, poisoning, Turkey, algorithms]"
6339,AU=Oezgoekce Salih,[Amputations in eastern Turkey (Van): a multicenter epidemiological study],[ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA],[2008],"[amputation/epidemiology, extremities/injuries, Turkey/epidemiology]"
6340,AU=Yalcin Esra,[Risk factors for recurrent ischemic stroke in Turkey],[TRAKYA UNIVERSITESI TIP FAKULTESI DERGISI],[2008],"[stroke, recurrence, ischemic, risk factors]"
6341,AU=Yalcin Esra,[Brain-derived neurotrophic factor (BDNF) changes in the serum of depressed women],[PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY],[2006],"[brain-derived neurotrophic factor (BDNF), depression, female]"
6342,AU=Yalcin Esra,[The Effect of Oatp1a5 on Drug Accumulation and Injury upon Ischemic Stroke],[ACTA PHYSIOLOGICA],[2017],
6343,AU=Yalcin Esra,[Regulation of E3 Ligase Nedd4-1 Under Oxidative Stress],[ACTA PHYSIOLOGICA],[2017],
6344,AU=Yalcin Esra,[Effect of Circadian Rhythm Protein BMAL1 on Neuronal Damage],[ACTA PHYSIOLOGICA],[2017],
6345,AU=Ceken Ulubey,[Microearthquakes preceding a M4.2 Earthquake Offshore Istanbul],[SCIENTIFIC REPORTS],[2018],
6346,AU=Ceken Ulubey,[Ground-motion characterization for the probabilistic seismic hazard assessment in Turkey],[BULLETIN OF EARTHQUAKE ENGINEERING],[2018],"[Turkish seismic hazard map, Probabilistic seismic hazard assessment, Ground-motion characterization, GMPE testing and ranking, GMPE logic-tree]"
6347,AU=Ceken Ulubey,"[Microtremor exploration for shallow S-wave velocity profiles at stations in local strong motion network in Bursa, Yalova, and Kocaeli in north-western Turkey]",[EXPLORATION GEOPHYSICS],[2017],"[Bursa, Kocaeli, microtremors, S-wave, shallow soil, site amplification, Turkey, Yalova]"
6348,AU=Ceken Ulubey,[GONAF - the borehole Geophysical Observatory at the North Anatolian Fault in the eastern Sea of Marmara],[SCIENTIFIC DRILLING],[2017],
6349,AU=Ceken Ulubey,[Microtremor Array Measurements for Shallow S-Wave Profiles at Strong-Motion Stations in Hatay and Kahramanmaras],[BULLETIN OF THE SEISMOLOGICAL SOCIETY OF AMERICA],[2017],
6350,AU=Kucukgul Altug,"[Effect of lycopene administration on plasma glucose, oxidative stress and body weight in streptozotocin diabetic rats]",[JOURNAL OF APPLIED ANIMAL RESEARCH],[2008],"[diabetes, lipid peroxidation, lycopene, STZ, rat]"
6351,AU=Kucukgul Altug,[Apoptotic effects of artificial feed supplemented with Thymus vulgaris on Oncorhynchus mykiss against Yersinia ruckeri],[INDIAN JOURNAL OF GEO-MARINE SCIENCES],[2017],"[Apoptotic genes, Oncorhynchus myldss, Thymus vulgaris, Yersinia ruckeri]"
6352,AU=Kucukgul Altug,"[Influence of eggshell colour on egg yolk antibody level, incubation results, and growth in broiler breeders]",[REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE],[2017],"[embryonic mortality, hatchability, growth performance]"
6353,AU=Kucukgul Altug,[Low concentration of oleic acid exacerbates LPS-induced cell death and inflammation in human alveolar epithelial cells],[EXPERIMENTAL LUNG RESEARCH],[2017],"[apoptosis, inflammation, lipopolysaccharide, lung injury, oleic acid]"
6354,AU=Kucukgul Altug,[Inhibition of Cigarette Smoke Induced-inflammation and Oxidative Damage by Caffeic Acid Phenethyl Ester in A549 Cells],[ASIAN JOURNAL OF PHARMACEUTICS],[2016],"[Apoptosis, caffeic acid phenethyl ester, cigarette smoke, oxidative stress]"
6355,AU=Yirmibesoglu Ahmet Oktay,[Laparoscopic Nissen Fundoplication: Analysis of 162 Patients],[INTERNATIONAL SURGERY],[2016],"[Laparoscopic Nissen fundoplication, PPI treatment, Multichannel intraluminal impedance]"
6356,AU=Genc Volkan,[Fournier's Gangrene: Is it Scrotal Gangrene?],[ADVANCES IN THERAPY],[2008],"[female, Fournier's gangrene, mortality, scrotal gangrene]"
6357,AU=Genc Volkan,[Subsite distribution of colorectal carcinoma and implications for screening; A retrospective audit of 1771 cases],[HEPATO-GASTROENTEROLOGY],[2007],"[colorectal cancer, subsite distribution, screening]"
6358,AU=Genc Volkan,[The Effects of Bougie Diameters on Tissue Oxygen Levels After Sleeve Gastrectomy: A Randomized Experimental Trial],[BALKAN MEDICAL JOURNAL],[2018],"[Animal study, bariatric surgeries, bougie diameter, gastric leak, randomization, wound healing]"
6359,AU=Genc Volkan,[Balneotherapy is an alternative treatment for mastalgia; a randomized controlled trial],[EUROPEAN JOURNAL OF INTEGRATIVE MEDICINE],[2018],"[Balneotherapy, Mastalgia, Breast pain, Fibromyalgia, Randomized controlled trial]"
6360,AU=Genc Volkan,[Can hotel managers with social intelligence affect the emotions of employees?],[COGENT BUSINESS & MANAGEMENT],[2018],"[social intelligence, emotional labor, emotional climate, hotels]"
6361,AU=Meric Faruk,[Effects of antineoplastic agents on the peripheral nerves under a surgical tissue expansion procedure: An experimental study],[MICROSURGERY],[2006],
6362,AU=Meric Faruk,[Managment of orbital complications of sinusitis],[ARQUIVOS BRASILEIROS DE OFTALMOLOGIA],[2014],"[Sinusitis/complications, Orbital diseases/etiology, Abscess]"
6363,AU=Meric Faruk,[Does Short Term Usage of Fresh Pomegranate Juice (FPJ) Protect Cochlear Hair Cells after Cisplatin-Based Chemo-Irradiation?],[JOURNAL OF INTERNATIONAL ADVANCED OTOLOGY],[2014],"[Pomegranate, irradiation, cisplatin-based chemo-irradiation, hair cells of inner ear, ototoxicity, oxidative stress, protein oxidation]"
6364,AU=Meric Faruk,[Radiologic and Surgical Findings in Chronic Suppurative Otitis Media],[JOURNAL OF CRANIOFACIAL SURGERY],[2014],"[Chronic otitis media, computed tomography scan, surgery, temporal bone]"
6365,AU=Meric Faruk,[Long-term effect of radiofrequency turbinoplasty in nasal obstruction],[BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT],[2014],"[radiofrequency, inferior turbinate, nasal obstruction]"
6366,AU=Sinan Huseyin,[The effects of hyperbaric oxygen therapy on colonic anastomosis in rats with peritonitis],[JOURNAL OF INVESTIGATIVE SURGERY],[2008],"[hyperbaric oxygen, colonic anastomosis, peritonitis, experimental]"
6367,AU=Sinan Huseyin,[Comparison of modified Limberg flap transposition and lateral advancement flap transposition with Burow's triangle in the treatment of pilonidal sinus disease],[AMERICAN JOURNAL OF SURGERY],[2015],"[Pilonidal sinus disease, Lateral advancement, Modified Limberg, Burow, Surgical treatment]"
6368,AU=Sinan Huseyin,[Body mass index and ghrelin levels after laparoscopic Nissen fundoplication],[LANGENBECKS ARCHIVES OF SURGERY],[2015],"[BMI, Ghrelin, Nissen fundoplication]"
6369,AU=Sinan Huseyin,[Use of self-expanding covered stent and negative pressure wound therapy to manage late rectal perforation after injury from an improvised explosive device: a case report],[INTERNATIONAL WOUND JOURNAL],[2014],"[Blast injuries, High-energy perineal trauma, Stents, Vacuum-assisted closure, Wound care]"
6370,AU=Sinan Huseyin,[A simple novel technique for enteroatmospheric fistulae: silicone fistula plug],[INTERNATIONAL WOUND JOURNAL],[2014],"[EAF, Enteroatmospheric fistula, Negative pressure wound therapy, NPWT, Open abdomen]"
6371,AU=Taylan-Ozkan Aysegul,"[Usnic acid causes apoptotic-like death in Leishmania major, L. infantum and L. tropica]",[3 BIOTECH],[2018],"[Leishmania, Lichen, Usnic acid, qRT-PCR, Apoptosis]"
6372,AU=Taylan-Ozkan Aysegul,[Bacterial and protozoal pathogens found in ticks collected from humans in Corum province of Turkey],[PLOS NEGLECTED TROPICAL DISEASES],[2018],
6373,AU=Taylan-Ozkan Aysegul,"[Investigation of pregnancy-associated malaria by microscopy, rapid diagnostic test and PCR in Bandundu, the Democratic Republic of Congo]",[TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE],[2018],"[Democratic Republic of Congo, Malaria, Microscopy, PCR, Pregnancy, Rapid diagnostic test]"
6374,AU=Taylan-Ozkan Aysegul,[An alternative DNA extraction method for detection of Blastocystis spp. in human fecal samples],[EXPERIMENTAL PARASITOLOGY],[2018],"[Blastocystis, Sand method, DNA extraction, PCR]"
6375,AU=Taylan-Ozkan Aysegul,[Leishmaniasis in northern Cyprus: Human cases and their association with risk factors],[JOURNAL OF VECTOR BORNE DISEASES],[2017],"[Diagnosis, epidemiology, leishmaniasis, northern Cyprus, risk factors]"
6376,AU=Cayci Bayram Tanik,[Nonlinear Static and Dynamic Analyses of RC Buildings],[INTERNATIONAL JOURNAL OF CIVIL ENGINEERING],[2018],"[Building damage, Earthquake, Existing buildings, Nonlinear time history analysis, Nonlinear static procedure, Pushover analysis, Reinforced concrete buildings]"
